id;siege;siege_encode;id1;impl;premier;compte;uaientitemere;identifiantunite;nomlong;nomcourt;nom_encode;description;rcr;typebibliotheque;adresse_adresse;adresse_adressecompl;adresse_codepostal;adresse_ville;adresse_pays;geo;internet_web;internet_info;internet_conta;internet_formu;internet_rss;internet_blog;internet_wiki;internet_masto;internet_faceb;internet_twitt;internet_youtu;internet_daily;internet_vimeo;internet_peris;internet_insta;internet_flick;internet_pinte;internet_linke;internet_googl;internet_viade;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;regrgp_nom;fd_id;logo_scd;wall_rss;wall_faceb;wall_twitt;wall_youtu;wall_vimeo;wall_flick;wall_pinte;wall_googl;noctambuplus
0440121T;Service commun de la documentation (SCD) de l’Université de Nantes;Service%20commun%20de%20la%20documentation%20%28SCD%29%20de%20l%92Universit%E9%20de%20Nantes;0440121T-16;0440121T-16-1;Oui;1;0440984F;UN16;BA07 Institut de Français langue étrangère - Service universitaire des langues;BA07 i-FLE Service universitaire des langues;BA07%20Institut%20de%20Fran%E7ais%20langue%20%E9trang%E8re%20%2D%20Service%20universitaire%20des%20lang;;441092213;bibliothèque associée;23, rue du Recteur-Schmitt;;44330;Nantes;;47.249716,-1.5530469999999998;http://www.bu.univ-nantes.fr/;http://www.i-fle.univ-nantes.fr/centre-de-ressources/le-centre-de-ressources-documentaires-450101.kjsp;;;;;;;;;;;;;;;;;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;Province;FD111;;;;;;;;;;
0060634G;Université Nice Sophia Antipolis;Universit%E9%20Nice%20Sophia%20Antipolis;0060634G-02;0060634G-02-1;Oui;1;0060931E;UN02;BU Médecine;;BU%20M%E9decine;;;;28 avenue Valombrose;Université Nice Sophia Antipolis, Campus Pasteur;6107;Nice;;43.725638000000004,7.280506;http://bibliotheque.unice.fr/;http://bibliotheque.unice.fr/infos-pratiques/inscription-et-acces-aux-ressources;bumedecine@unice.fr;http://bibliotheque.unice.fr/infos-pratiques/bibliotheques/bu-medecine;;http://bibliotheque-blogs.unice.fr/neurones/;;;https://www.facebook.com/busmnice/;;;;;;;;;;;;6088;Nice;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;Province;FD111;0060634G.png;;busmnice;;;;;;;
0060634G;Université Nice Sophia Antipolis;Universit%E9%20Nice%20Sophia%20Antipolis;0060634G-05;0060634G-05-1;Oui;1;0060931E;UN05;BU Lettres, Arts, Sciences Humaines - Henri Bosco;BU Lettres;BU%20Lettres%2C%20Arts%2C%20Sciences%20Humaines%20%2D%20Henri%20Bosco;;;;100, bd. Edouard-Herriot;Université Nice Sophia Antipolis, Campus Carlone;6200;Nice;;43.692337,7.237611;http://bibliotheque.unice.fr/;http://bibliotheque.unice.fr/infos-pratiques/inscription-et-acces-aux-ressources;bulettres@unice.fr;http://bibliotheque.unice.fr/infos-pratiques/bibliotheques/bu-lettres;;http://bibliotheque-blogs.unice.fr/tandem/;;;https://www.facebook.com/BU-Lettres-Arts-Sciences-humaines-HENRI-BOSCO-112556045493745/;;;;;;;;;;;;6088;Nice;UU06701;Nice;D006;Alpes-Maritimes;A23;Nice;R93;Provence-Alpes-Côte d'Azur;Province;FD111;0060634G.png;;bulash.nice;;;;;;;
0911688R;Service Commun de la Documentation;Service%20Commun%20de%20la%20Documentation;0911688R-10;0911688R-10-1;Oui;1;0911101C;UN10;Bibliothèque de la Recherche;;Biblioth%E8que%20de%20la%20Recherche;;920712201;bibliothèque associée;54 boulevard Desgranges;;92330;SCEAUX;;48.781526,2.284786;http://www.jm.u-psud.fr/fr/la_recherche/bibliotheque_de_la_recherche.html;http://www.jm.u-psud.fr/fr/la_recherche/bibliotheque_de_la_recherche.html;angelique.malec@u-psud.fr;;;;;;;;;;;;;;;;;;92071;Sceaux;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0911688R;Service Commun de la Documentation;Service%20Commun%20de%20la%20Documentation;0911688R-07;0911688R-07-1;Oui;1;0911101C;UN07;Bibliothèque de Staps (Orsay);;Biblioth%E8que%20de%20Staps%20%28Orsay%29;;914712103;;rue du Doyen Poitou;Campus univeristaire d'Orsay, bâtiment 407;91407;Orsay Cedex;;48.702767,2.177302;http://www.bibliotheques.u-psud.fr/fr/index.html;http://www.bibliotheques.u-psud.fr/fr/infos-pratiques/les-bibliotheques.html;bu-staps.scd@u-psud.fr;;;;;;https://www.facebook.com/BU.UPSUD/;https://twitter.com/BU_UPSUD;;;;;;;;;;;91471;Orsay;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;Île-de-France;FD111;;;BU.UPSUD;BU_UPSUD;;;;;;Oui
0561779E;SCD Université Bretagne Sud;SCD%20Universit%E9%20Bretagne%20Sud;5,62E+03;0561779E-02-1;Oui;1;0561718N;UN02;Bibliothèque associée de l'IUT de Vannes;Bibliothèque IUT de Vannes;Biblioth%E8que%20associ%E9e%20de%20l%27IUT%20de%20Vannes;;562602202;bibliothèque associée;8 rue Montaigne;BP 561;56017;Vannes cedex;;47.6441758,-2.7759467;http://www.iutvannes.fr/bibliotheque-mediatheque-iut-vannes/;http://www.iutvannes.fr/bibliotheque-mediatheque-iut-vannes/;;;;;;;;;;;;;;;;;;;56260;Vannes;UU56501;Vannes;D056;Morbihan;A14;Rennes;R53;Bretagne;Province;FD111;;;;;;;;;;
0134031L;SCD Aix-Marseille Université;SCD%20Aix%2DMarseille%20Universit%E9;0134031L-12;0134031L-12-1;Oui;1;0134009M;UN12;Bibliothèque Sciences & techniques MONTPERRIN;;Biblioth%E8que%20Sciences%20%26%20techniques%20MONTPERRIN;;130012103;;6 avenue du Pigonnet;;13090;Aix-en-Provence;;43.5191731,5.440549099999998;;https://bu.univ-amu.fr/bu-montperrin;;http://univ-amu.libanswers.com/;;;;;https://www.facebook.com/busciencesamu/;https://twitter.com/busciencesamu;;;;;;;;;;;13001;Aix-en-Provence;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;Province;FD111;0134031L.jpg;;busciencesamu;busciencesamu;;;;;;
0134031L;SCD Aix-Marseille Université;SCD%20Aix%2DMarseille%20Universit%E9;0134031L-02;0134031L-02-1;Oui;1;0134009M;UN02;Bibliothèque Médecine-Maïeutique Nord;;Biblioth%E8que%20M%E9decine%2DMa%EFeutique%20Nord;;130552101;;51 Boulevard Dramart;;13916;Marseille;;43.3767424,5.36063809999996;;https://bu.univ-amu.fr/bu-medecine-maieutique-nord;;http://univ-amu.libanswers.com/;;;;;https://www.facebook.com/busanteamu/;https://twitter.com/busanteamu;;;;;;;;;;;13215;Marseille 15e;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;Province;FD111;0134031L.jpg;;busanteamu;busanteamu;;;;;;
0134031L;SCD Aix-Marseille Université;SCD%20Aix%2DMarseille%20Universit%E9;0134031L-03;0134031L-03-1;Oui;1;0134009M;UN03;IUT Hygiène, Sécurité, Environnement;;IUT%20Hygi%E8ne%2C%20S%E9curit%E9%2C%20Environnement;;130282201;bibliothèque associée;Avenue Maurice Sandral;;13708;La Ciotat;;43.1726034,5.604122200000006;https://severinevincentblog.wordpress.com/;;;;;;;;;;;;;;;;;;;;13028;La Ciotat;UU00757;Toulon;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;Province;FD111;0134031L.jpg;;;;;;;;;
0134031L;SCD Aix-Marseille Université;SCD%20Aix%2DMarseille%20Universit%E9;0134031L-25;0134031L-25-1;Oui;1;0134009M;UN25;Bibliothèque DSP CRA;;Biblioth%E8que%20DSP%20CRA;;130012203;bibliothèque associée;3 avenue Robert Schuman;Centre de recherches administratives;13628;Aix-en-Provence;;43.519271,5.4467564;http://www.cra-aix.com/site/index.php/documentation/espace-documentation;;;;;;;;;;;;;;;;;;;;13001;Aix-en-Provence;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;Province;FD111;0134031L.jpg;;;;;;;;;
0753455Y;Ecole normale supérieure;Ecole%20normale%20sup%E9rieure;0753455Y-00;0753455Y-00-1;Oui;1;0753455Y;UN00;Bibliothèque des Lettres et Sciences Humaines;Bibliothèque Ulm-LSH;Biblioth%E8que%20des%20Lettres%20et%20Sciences%20Humaines;"La bibliothèque de Lettres et Sciences Humaines de la rue d’Ulm (45 rue d’Ulm, 75005 Paris) et la bibliothèque de Sciences Humaines et Sociale du Boulevard Jourdan (28 boulevard Jourdan, 75014 Paris) constituent une seule entité documentaire sur deux sites. Proposant aux chercheurs, aux élèves et aux étudiants 756 000 volumes en libre accès, 1 760 abonnements de périodiques papier et des collections en développement constant depuis le 19ème siècle, la bibliothèque Ulm-Jourdan  est caractérisée par une collection de recherche de haut niveau présentée à 90% en libre-accès et empruntable, ouverte de manière encyclopédique sur tous les domaines des Lettres et des Sciences humaines et sociales. 

La bibliothèque Ulm-Lettres et Sciences humaines est l'héritière de la bibliothèque historique de l'ENS. Située au cœur du site du 45 rue d'Ulm, ouverte 65 heures par semaine, elle compte 677 000 volumes, répartis dans 7 salles de lecture.";751052342;;45, rue d'Ulm;;75005;Paris;;48.84186933757527,2.345132578048719;http://www.bib.ens.fr/Accueil.95.0.html?&no_cache=1;http://www.bib.ens.fr/Accueil.95.0.html?&no_cache=1;;http://www.bib.ens.fr/?id=350;;;;;;;;;;;;;;;;;75105;Paris  5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0511121S;Bibliothèque de l'Université de Reims Champagne Ardenne;Biblioth%E8que%20de%20l%27Universit%E9%20de%20Reims%20Champagne%20Ardenne;0511121S-04;0511121S-04-1;Oui;1;0511296G;Un04;Bibliothèque du Centre Universitaire de Troyes;;Biblioth%E8que%20du%20Centre%20Universitaire%20de%20Troyes;;103872101;;Place du Préau;Hôtel Dieu-le-Comte. BP 2033;10000;TROYES;;48.297939,4.080559;http://www.univ-reims.fr/bu;http://www.univ-reims.fr/les-bibliotheques/centre-universitaire-de-troyes/bibliotheque-du-centre-universitaire-de-troyes,14245,24699.html;cut-documentation@univ-reims.fr;;;;;;https://www.facebook.com/budetroyes.urca/;https://twitter.com/bureims;;;;;;;;;;;10387;Troyes;UU10601;Troyes;D010;Aube;A19;Reims;R44;Grand Est;Province;FD111;;;budetroyes.urca;bureims;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-37;0340834X-37-1;Oui;1;0341089Z;UN37;UPV-CDPS Castets;;UPV%2DCDPS%20Castets;;;bibliothèque associée;route de mende;Université Paul-Valéry;34000;Montpellier;;43.608333,3.912853;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-19;0340834X-19-1;Oui;1;0341089Z;UN19;UM-FDE-34 Montpellier;;UM%2DFDE%2D34%20Montpellier;;341722206;bibliothèque associée;2 place Marcel Godechot;;34000;Montpellier;;43.6198978,3.8692637999999997;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-43;0340834X-43-1;Oui;1;0341089Z;UN43;UPV-Bibliothèque de chinois;;UPV%2DBiblioth%E8que%20de%20chinois;;;bibliothèque associée;route de mende;Université Paul-Valéry;34000;Montpellier;;43.608333,3.912853;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-31;0340834X-31-1;Oui;1;0341089Z;UN31;UPV-bibliothèque de l'IEFE;;UPV%2Dbiblioth%E8que%20de%20l%27IEFE;;;bibliothèque associée;route de mende;Université Paul-Valéry;34000;Montpellier;;43.608333,3.912853;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0340834X;BIU Montpellier;BIU%20Montpellier;0340834X-23;0340834X-23-1;Oui;1;0341089Z;UN23;UPV-Bibliothèque d'allemand;;UPV%2DBiblioth%E8que%20d%27allemand;;;bibliothèque associée;route de mende;Université Paul-Valéry;34000;Montpellier;;43.608333,3.912853;;;;;;;;;;;;;;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;Province;FD111;0340834X.jpg;;;;;;;;;
0333308S;Direction de la documentation;Direction%20de%20la%20documentation;0333308S-05;0333308S-05-1;Oui;1;0333298F;Un05;Bibliothèque de l'Institut de Droit et d'Economie (IDE);Bib. IDE  (Périgueux);Biblioth%E8que%20de%20l%27Institut%20de%20Droit%20et%20d%27Economie%20%28IDE%29;;243222202;;rond point Suzanne Noël;Campus Périgord;24019;Périgueux;;45.19686,0.717967;http://bibliotheques.u-bordeaux.fr/Les-bibliotheques/Droit-Science-Politique/Bibliotheque-l-IDE-de-Perigueux;;doc-bibliotheque@u-bordeaux.fr;;;;;;;;;;;;;;;;;;24322;Périgueux;UU24501;Périgueux;D024;Dordogne;A04;Bordeaux;R75;Nouvelle-Aquitaine;Province;FD111;0333308S.jpg;;;;;;;;;
0900441R;UNIVERSITÉ DE TECHNOLOGIE DE BELFORT-MONTBÉLIARD;UNIVERSIT%C9%20DE%20TECHNOLOGIE%20DE%20BELFORT%2DMONTB%C9LIARD;0900441R-00;0900441R-00-1;Oui;1;0900424X;UN00;Bibliothèque de l'UTBM - site de Sévenans;Rue de LEUPE 90010 Belfort cedexTel: 03 84 58 30 55;Biblioth%E8que%20de%20l%27UTBM%20%2D%20site%20de%20S%E9venans;"Ouverte de : 9 à 20 heures 
                          :   9h-13  heures  en période  de vacances et pendant l’inter-semestre";900942101;;Rue de LEUPE;site de Sevenans;90010;BELFORT Cedex;;47.58822,6.86408;http://www2.utbm.fr/espace-bibliotheque.html;;;;;;;;;;;;;;;;;;;;90010;Belfort;UU00555;Belfort;D090;Territoire de Belfort;A03;Besançon;R27;Bourgogne-Franche-Comté;Province;FD111;;;;;;;;;;
0250986L;Service commun de la documentation de l'Université de Franche-Comté;Service%20commun%20de%20la%20documentation%20de%20l%27Universit%E9%20de%20Franche%2DComt%E9;0250986L-02;0250986L-02-1;Oui;1;0251215K;Un02;BU Proudhon Droit Economie Gestion;BU Droit;BU%20Proudhon%20Droit%20Economie%20Gestion;;250562104;;45 avenue de l'Observatoire;;25000;Besançon;;47.248299,5.987136;http://scd.univ-fcomte.fr/node/575;;bu-droit@univ-fcomte.fr;;;;;;https://fr-fr.facebook.com/BU-Droit-Proudhon-408974219168696/;;;;;;;;;;;;25056;Besançon;UU25602;Besançon;D025;Doubs;A03;Besançon;R27;Bourgogne-Franche-Comté;Province;FD111;0250986L.jpg;;BU-Droit-Proudhon-408974219168696;;;;;;;
0690246T;Service commun de la documentation, Université Claude Bernard Lyon 1;Service%20commun%20de%20la%20documentation%2C%20Universit%E9%20Claude%20Bernard%20Lyon%201;0690246T-06;0690246T-06-1;Oui;1;0691774D;UN06;BU Gerland;BU Gerland;BU%20Gerland;;693872104;;50 avenue Tony Garnier;Domaine de Gerland;69007;LYON;;45.72616807739816,4.826510384096082;http://portaildoc.univ-lyon1.fr;http://portaildoc.univ-lyon1.fr/bibliotheques/bibliotheques-de-sciences/bu-gerland-742247.kjsp?RH=1464866994303#.WXmsgFJlKUk;bugerland.info@univ-lyon1.fr;;;;;;;;;;;;;;;;;;69387;Lyon 7e;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;Province;FD111;0690246T.jpg;;;;;;;;;
0690246T;Service commun de la documentation, Université Claude Bernard Lyon 1;Service%20commun%20de%20la%20documentation%2C%20Universit%E9%20Claude%20Bernard%20Lyon%201;0690246T-11;0690246T-11-1;Oui;1;0691774D;UN11;BU Education Bourg-en-Bresse;BU Education Bourg-en-Bresse;BU%20Education%20Bourg%2Den%2DBresse;;;;40 RUE GENERAL DELESTRAINT;ESPE, BP 153;1004;BOURG-EN-BRESSE CEDEX;;46.19480643352182,5.218537101852462;http://portaildoc.univ-lyon1.fr;http://portaildoc.univ-lyon1.fr/bibliotheques/bibliotheques-d-education/bu-education-bourg-en-bresse-758505.kjsp?RH=1333485436286#.WXmvq1JlKUk;bueducation.bourg@univ-lyon1.fr;;;;;;;;;;;;;;;;;;1053;Bourg-en-Bresse;UU01501;Bourg-en-Bresse;D001;Ain;A10;Lyon;R84;Auvergne-Rhône-Alpes;Province;FD111;0690246T.jpg;;;;;;;;;
0941683U;SCD Université Paris Est Créteil;SCD%20Universit%E9%20Paris%20Est%20Cr%E9teil;0941683U-08;0941683U-08-1;Oui;1;0941111X;UN08;BIBLIOTHEQUE D'ECONOMIE GESTION;;BIBLIOTHEQUE%20D%27ECONOMIE%20GESTION;;940282103;;4 Route de Choisy;;94000;CRETEIL;;48.78835566789659,2.449846896820077;http://bibliotheque.u-pec.fr/;http://bibliotheque.u-pec.fr/infos-pratiques/horaires-et-ouvertures/;web-scd@u-pec.fr;http://bibliotheque.u-pec.fr/vos-bibliotheques/un-probleme-une-question-une-suggestion--790949.kjsp?RH=1216717321427;;;;;https://www.facebook.com/UPECbibliothequeEcoGestion/?ref=hl;;;;;;;;;;;;94028;Créteil;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;Île-de-France;FD111;0941683U.jpg;;UPECbibliothequeEcoGestion;;;;;;;Oui
0141110F;Université de Caen Normandie - Service commun de la documentation;Universit%E9%20de%20Caen%20Normandie%20%2D%20Service%20commun%20de%20la%20documentation;0141110F-01;0141110F-01-1;Oui;1;0141408E;Un01;Bibliothèque universitaire Pierre Sineux;;Biblioth%E8que%20universitaire%20Pierre%20Sineux;;141182101;;Esplanade de la Paix;CS14032;14032;CAEN Cedex 5;;49.19020655451611,-0.36529273149108105;http://documentation.unicaen.fr/;http://documentation.unicaen.fr/Default/bu-droit-lettres.aspx;bibliotheque.droit.lettres@unicaen.fr;http://documentation.unicaen.fr/Default/jai-une-question.aspx;;http://documentation.unicaen.fr/Default/blogs-des-bu.aspx;https://fr.wikipedia.org/wiki/Universit%C3%A9_Caen-Normandie;;https://fr-fr.facebook.com/unicaen;https://twitter.com/BibLettres;https://www.youtube.com/channel/UCGRjIzuLkwSGRGLVwtC2sOQ;;https://vimeo.com/unicaen;;https://www.instagram.com/universitecaen/;http://www.flickr.com/photos/97346339@N05/;;;;;14118;Caen;UU14601;Caen;D014;Calvados;A05;Caen;R28;Normandie;Province;FD111;0141110F.png;;;BibLettres;channel/UCGRjIzuLkwSGRGLVwtC2sOQ;;97346339@N05;;;Oui
0595785T;Service Commun de Documentation de l'Université de Lille;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20de%20Lille;0595785T-39;0595785T-39-1;Oui;1;0597065J;UN07;Bibliothèque Universitaire de la Faculté des Sciences du Sport et de l'Education Physique de l'Université de Lille;Bibliothèque FSSEP;Biblioth%E8que%20Universitaire%20de%20la%20Facult%E9%20des%20Sciences%20du%20Sport%20et%20de%20l%27Educ;;593502216;bibliothèque associée;9 Rue de l'Université;;59790;RONCHIN;;50.611387,3.083182;;;alexandra.guemra@univ-lille.fr;;;;;;;;;;;;;;;;;;59507;Ronchin;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;Province;FD111;0595785T.jpg;;;;;;;;;
0595785T;Service Commun de Documentation de l'Université de Lille;Service%20Commun%20de%20Documentation%20de%20l%27Universit%E9%20de%20Lille;0595785T-54;0595785T-54-1;Oui;1;0597065J;UN21;LILLIAD Learning center Innovation;LILLIAD;LILLIAD%20Learning%20center%20Innovation;"La bibliothèque est l’un des 3 pôles d’activité de LILLIAD Learning center Innovation situé au cœur du campus de la faculté des sciences de l’Université de Lille. 
Plus de 80 000 documents en accès libre en Sciences exactes (Mathématiques, Physique, Chimie, Astronomie), Sciences de la vie (Biologie, Botanique, Zoologie, Médecine, Paléontologie.), Sciences humaines (Psychologie, Sociologie, Éducation, Géographie, Urbanisme, Sciences de la terre), Sciences économiques (Économie, Commerce, Droit, Administration, Transports), Sciences appliquées et Gestion (Gestion, Administration des entreprises, Comptabilité, Sciences pour l’ingénieur, Agronomie, Génie civil, Informatique), Innovation, Généralités (BD, romans, films, guides de voyages, langues, recherche d’emploi…)
Un immense bibliothèque numérique accessible sur place ou à distance : livres numériques, revues, revues de presse, sujets d’examen et ressources d’apprentissage (Ioké), thèses et mémoires, histoire des sciences (Iris).";;;Cité scientifique - Avenue Henri Poincaré;BP 30155;59653;Villeneuve d'Ascq;;50.609577,3.142075;https://lilliad.univ-lille.fr/;https://lilliad.univ-lille.fr/decouverte/venir-a-lilliad;lilliad@univ-lille1.fr;https://lilliad.univ-lille.fr/contact;;;;;https://www.facebook.com/LILLIADLearningcenterInnovation/;https://twitter.com/LILLIADlci;;;;;;;;;;;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;Province;FD111;0595785T.jpg;;LILLIADLearningcenterInnovation;LILLIADlci;;;;;;
0931849E;SCD Université Paris 8;SCD%20Universit%E9%20Paris%208;9,32E+03;0931849E-02-1;Oui;1;0931827F;UN02;IUT Montreuil;;IUT%20Montreuil;;930482201;bibliothèque associée;140 rue de la Nouvelle France;;93100;Montreuil;;48.862381,2.464408000000048;;http://www.iut.univ-paris8.fr/vie-etudiante/bibliotheque-iut;;;;;;;;;;;;;;;;;;;93048;Montreuil;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0542400R;Direction de la Documentation et de l'Edition;Direction%20de%20la%20Documentation%20et%20de%20l%27Edition;0542400R-15;0542400R-15-1;Oui;1;0542493S;UN15;BU ESPE Epinal;;BU%20ESPE%20Epinal;;543952103;;1 Rue Charles Perrault;;88025;Epinal;;48.183994,6.457395;https://bu.univ-lorraine.fr/;http://bu.univ-lorraine.fr/bibliotheques/espe-epinal;;;;;;;;;;;;;;;;;;;88160;Épinal;UU88501;Épinal;D088;Vosges;A12;Nancy-Metz;R44;Grand Est;Province;FD111;;;;;;;;;;
0753480A;Collège de France;Coll%E8ge%20de%20France;0753480A-04;0753480A-04-1;Oui;1;0753480A;UN04;Bibliothèque d'égyptologie;;Biblioth%E8que%20d%27%E9gyptologie;"La bibliothèque d'égyptologie possède un fonds spécialisé sur l'Égypte pharaonique couvrant la période prédynastique à l’époque romaine. Les ouvrages qu’elle conserve traitent de la philologie, la linguistique et la paléographie hiéroglyphiques, hiératiques, démotiques et coptes, ainsi que de l'épigraphie, l'histoire et l'archéologie de l'Égypte et de la Nubie. On y trouve aussi des études sur la représentation de l'Égypte pharaonique depuis la fin du paganisme jusqu'à l'époque actuelle.

Elle conserve en outre les fonds d'archives scientifiques et photographiques d'anciens professeurs titulaires de la chaire et d'égyptologues français et étrangers. 

Accessible aux étudiants de Master sur recommandation de leur directeur de recherche.";751055223;;11 Place Marcelin Berthelot;Bâtiment A;75005;PARIS;;48.848884,2.34549;https://www.college-de-france.fr/site/bibliotheques-archives/Bibliotheque-d-egyptologie.htm;;bibliotheque.egyptologie.drpd@college-de-france.fr;;;https://archibibscdf.hypotheses.org/;;;;;;;;;;;;;;;75105;Paris  5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;Île-de-France;FD111;;;;;;;;;;
0860701V;Service commun de la documentation de l'Université de Poitiers;Service%20commun%20de%20la%20documentation%20de%20l%27Universit%E9%20de%20Poitiers;0860701V-09;0860701V-09-1;Oui;1;0860856N;UN09;Bibliothèque de l'Institut d'Administration des Entreprises (Poitiers);Bibliothèque de l'IAE (Poitiers);Biblioth%E8que%20de%20l%27Institut%20d%27Administration%20des%20Entreprises%20%28Poitiers%29;;861942205;;20 rue Guillaume VII le Troubadour;;86000;Poitiers;;46.588634,0.344931;https://iae.univ-poitiers.fr/fr/bibliotheque;http://scd.univ-poitiers.fr/vos-bibliotheques/centre-ville-de-poitiers/bibliotheque-de-l-iae-de-poitiers-779991.kjsp?RH=1358775647292;scd@univ-poitiers.fr;;;;;;;;;;;;;;;;;;86194;Poitiers;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Nouvelle-Aquitaine;Province;FD111;;;;;;;;;;
0860701V;Service commun de la documentation de l'Université de Poitiers;Service%20commun%20de%20la%20documentation%20de%20l%27Universit%E9%20de%20Poitiers;0860701V-06;0860701V-06-1;Oui;1;0860856N;UN06;Service du Fonds ancien;Fonds ancien;Service%20du%20Fonds%20ancien;;861942101;;1 allée Jeanne Chauvin;;86000;Poitiers;;46.571599308730434,0.38148522377014105;http://scd.univ-poitiers.fr/;http://scd.univ-poitiers.fr/vos-bibliotheques/le-fonds-ancien-782281.kjsp?RH=1358775647292;FondsAncien@univ-poitiers.fr;;;http://blogs.univ-poitiers.fr/budl/;;;https://www.facebook.com/resodel;https://twitter.com/SCD_Poitiers;;;;;;https://www.flickr.com/photos/64862745@N06/collections;;;;;86194;Poitiers;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Nouvelle-Aquitaine;Province;FD111;;;resodel;SCD_Poitiers;;;64862745@N06;;;
0673029D;Service des bibliothèques de l'Université de Strasbourg;Service%20des%20biblioth%E8ques%20de%20l%27Universit%E9%20de%20Strasbourg;0673029D-37;0673029D-37-1;Oui;1;0673021V;UN37;Bibliothèque IRMA (Institut de Recherche Mathématiques Avancées);Bibliothèque IRMA;Biblioth%E8que%20IRMA%20%28Institut%20de%20Recherche%20Math%E9matiques%20Avanc%E9es%29;;674822247;bibliothèque associée;7 rue René Descartes;;67084;Strasbourg cédex;;48.580487,7.763108;;https://bu.unistra.fr/.do#26;;;;;;;;;;;;;;;;;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;Province;FD111;0673029D.png;;;;;;;;;
0783398V;Université de Versailles Saint-Quentin-en-Yvelines , Direction des bibliothèques et de l'Information Scientifique et Technique;Universit%E9%20de%20Versailles%20Saint%2DQuentin%2Den%2DYvelines%20%2C%20Direction%20des%20biblioth;0783398V-03;0783398V-03-2;Non;2;0781944P;UN03;BU SAINT QUENTIN EN YVELINES;;BU%20SAINT%20QUENTIN%20EN%20YVELINES;;782972101;;45  boulevard Vauban;;78280;Guyancourt;;48.780756,2.044635;http://www.bib.uvsq.fr/;http://www.bib.uvsq.fr/saint-quentin;busqy.bib@uvsq.fr;http://www.bib.uvsq.fr/contactez-nous;;;;;https://www.facebook.com/bu.saintquentinenyvelines/;https://twitter.com/BIBuvsq;;;;;;;;;;;78297;Guyancourt;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;Île-de-France;FD111;;;bu.saintquentinenyvelines;BIBuvsq;;;;;;Oui
